,Predicted_PCE,Predicted_FF,Predicted_Voc,Predicted_Jsc
297,0.9298325,38.00322,0.30012184,5.59102
298,6.8109436,66.00158,0.93199015,11.301146
299,9.422415,62.996407,1.030009,14.520115
300,3.1073341,38.992966,0.54003555,17.34764
301,18.290163,73.62661,1.1099602,22.27003
302,15.502485,65.29759,1.0500355,22.70017
303,5.180435,71.99256,0.755105,9.47014
304,5.8205757,62.999798,0.720009,12.781528
305,5.686655,54.004925,0.68894994,15.659039
306,6.0161557,62.759502,0.720009,13.382369
307,7.539855,65.49533,0.73000854,15.44014
308,8.449725,65.800415,0.6300172,20.390684
309,5.209188,50.59519,0.953985,10.790592
310,9.817302,67.914444,0.9299875,16.690712
311,9.817302,67.914444,0.9299875,16.690712
312,9.817302,67.914444,0.9299875,16.690712
313,4.8290653,55.89868,0.52503216,16.44999
314,7.6444206,70.00044,0.8213736,13.791408
315,8.272998,66.29638,0.8000006,15.681139
316,12.116258,68.29621,0.9199874,17.990377
317,9.050189,63.000015,0.80299866,18.009087
318,8.646194,63.00124,0.8000006,17.248697
319,4.081255,52.000324,0.720009,10.80774
320,11.587956,72.59016,0.95998526,15.800036
321,8.00297,70.2754,0.8799934,12.987246
322,1.200026,51.99851,0.610021,4.201153
323,1.9095112,54.000847,0.680013,5.1983204
324,3.079934,58.01072,0.74000716,7.0095587
325,6.231797,68.86107,0.8100018,11.172442
326,3.8885794,51.530323,0.8000006,9.390591
327,2.4508228,50.427155,0.84999484,5.740572
328,3.8425763,58.22279,0.8100018,8.179602
329,0.560608,54.301575,0.66001713,1.5714
330,6.790596,61.99936,0.7492956,14.6308
331,7.695363,64.98581,0.7600058,15.327165
332,8.781967,71.99926,0.76553476,15.910595
333,7.386585,71.99996,0.7746157,13.240408
334,0.650633,34.99897,0.84999484,2.1907704
335,13.904786,65.00381,1.0699717,19.898376
336,15.695137,64.99962,1.0699717,22.500364
337,8.703538,54.006332,0.8100018,20.000814
338,4.2997174,41.999786,0.7600058,13.400043
339,10.198493,74.0001,1.030009,13.399654
340,15.703583,75.00293,1.030009,20.400745
341,13.1043825,66.00019,0.979992,20.399754
342,6.8022265,44.99784,1.0799302,11.303767
343,2.1988862,40.001167,0.9899789,5.5973334
344,12.027563,50.020004,1.030009,23.10281
345,10.795305,66.99877,1.009985,16.000996
346,12.00649,76.00032,1.0500355,15.099371
347,11.000813,73.00015,1.0198528,14.700244
348,12.199555,66.999626,0.99998546,18.19842
349,8.901254,51.00005,1.0198528,17.000122
350,2.5496688,43.0028,0.8000006,7.495539
351,5.5114274,60.00191,0.7100125,12.676145
352,0.63062596,37.001884,0.5100413,3.6584318
353,0.52496153,49.00842,0.5500325,2.4418244
354,0.50447273,45.004227,0.45006222,2.441509
355,7.0001388,59.001743,0.720009,16.56993
356,6.9835663,61.00227,0.720009,15.830292
357,6.913305,62.001194,0.7100125,15.639991
358,4.2004414,51.001522,0.7800021,10.555886
359,4.6993356,54.61056,0.680013,12.699797
360,5.799585,56.71231,0.7000117,14.600691
361,0.19030072,27.600395,0.47005585,5.0191917
362,0.17913699,32.995808,0.38008153,1.4200842
363,0.23976226,32.000347,0.5700305,1.3000845
364,0.21051897,32.0004,0.5300365,1.2200706
365,0.49139053,41.00063,0.58002824,2.0804813
366,10.066032,70.00003,0.79000247,18.190302
367,1.3060987,45.00177,0.7100125,3.9000475
368,1.5973725,40.995827,0.6900274,5.2533655
369,0.22924067,29.999887,0.5000449,1.5299734
370,0.3895367,35.999374,0.610021,1.7900574
371,2.1016483,49.00086,0.38008153,14.1005535
372,0.28994817,30.999216,0.6500175,1.4700825
373,0.12983143,30.999487,0.67001516,0.77015543
374,1.4739602,45.00325,0.60002327,5.1704655
375,0.36026213,24.000172,0.5700305,2.6703491
376,0.85091746,57.00029,0.54003555,2.760273
377,14.03215,68.500595,0.90843356,22.595383
378,6.296583,71.998924,0.8100018,10.799461
379,7.0002494,67.99931,0.680013,15.1611595
380,4.071284,51.00124,0.5000449,16.090202
381,2.8715365,52.00027,0.610021,8.9891405
382,2.6893637,51.002678,0.6300172,7.8502855
383,16.14621,74.06718,0.84999484,25.9833
384,15.864908,73.181625,0.8399972,25.820559
385,15.398946,73.50948,0.79000247,26.510582
386,14.096017,78.29505,0.8661299,20.700645
387,8.215318,59.99593,0.89999205,14.999578
388,7.47215,49.999683,0.8000006,13.997859
389,9.020488,69.999695,0.99998546,16.000772
390,1.0398768,43.998974,0.86999446,2.701216
391,0.49010134,35.000088,0.9199874,1.500018
392,0.500317,29.999634,0.9700028,1.700021
393,4.6669707,55.254368,0.5700305,14.194272
394,5.5611963,65.99993,0.63998854,13.24315
395,4.9381094,53.996815,0.66001713,13.825489
396,6.289624,69.001114,0.67001516,13.586073
397,3.5007057,54.001637,0.5700305,11.400469
398,3.603644,65.00032,0.63998854,8.698443
399,20.520279,82.78058,1.1450737,21.67011
400,1.8636414,43.000137,0.99998546,4.3006697
401,2.3311687,46.99806,1.039978,4.819361
402,2.0406153,45.99863,0.95998526,4.599734
403,8.981173,62.000454,0.79000247,18.302538
404,11.599795,56.198456,0.5600292,37.199936
405,6.5182366,55.994347,0.8000006,14.479597
406,5.60205,50.002224,0.8799934,12.6798115
407,6.493764,55.002087,0.84999484,13.951046
408,0.79906553,53.996952,0.36009398,4.200098
409,6.990999,61.00071,0.9500037,12.209057
410,6.5001755,58.99634,0.7500048,14.592744
411,5.2623606,57.030647,0.9099916,9.952887
412,6.802077,55.995945,0.8899919,13.69996
413,3.4121025,42.00039,0.81999993,10.028239
414,4.537543,52.99575,0.82999724,10.597648
415,5.0454316,55.001083,0.89999205,10.212812
416,5.360763,59.98586,0.86999446,10.900212
417,6.2401414,64.00127,0.86999446,11.200249
418,6.0611067,62.997513,0.82999724,11.599179
419,3.2101424,42.99779,0.74000716,10.100914
420,7.0249133,70.0113,0.86999446,12.348662
421,4.604327,56.00996,0.89999205,9.200922
422,6.2357626,56.990383,0.81999993,13.238754
423,1.7604876,54.000774,0.8799934,3.660381
424,15.719173,74.19828,0.83200085,25.449984
425,16.623447,75.202805,0.83200085,26.540401
426,14.981089,73.638145,0.823704,24.709843
427,19.343391,77.96789,1.0999627,22.509665
428,11.449282,65.2969,0.6180091,28.32991
429,11.986048,65.293526,0.6190366,28.32991
430,10.452052,63.199986,0.5940715,27.780458
431,5.913892,68.80684,0.73000854,11.749947
432,3.5772035,61.965023,0.7100125,8.135624
433,2.4372566,31.993633,1.0799302,6.9415345
434,7.0983834,65.99869,0.95998526,11.1997795
435,8.894781,71.999756,0.7251846,17.03027
436,0.45132086,34.00037,0.66001713,1.9799414
437,1.2516897,37.99973,0.5600292,5.9288473
438,5.668866,47.98856,0.9700028,13.561014
439,4.4206996,47.19719,0.41007692,22.480803
440,2.810613,35.60378,0.43006486,18.329632
441,3.5514104,41.19775,0.41007692,20.848553
442,2.8883667,37.7989,0.41007692,18.669586
443,2.2403085,37.29983,0.38008153,15.84988
444,12.600995,69.99974,0.60002327,30.000248
445,3.350222,49.003124,0.680013,9.694015
446,1.9025414,54.00025,0.67001516,5.507782
447,0.0094673345,48.59835,0.41407958,0.042241763
448,0.21064654,76.79692,0.5180401,0.52890635
449,0.029910615,49.799442,0.5960218,0.10221302
450,0.23795897,72.53183,0.52004045,0.16003636
451,0.14013472,27.60017,0.5000449,1.1001307
452,0.05923205,26.000183,0.48004755,0.43009704
453,0.010197316,27.000805,0.47005585,0.10018407
454,0.67072284,25.000809,0.54003555,4.8999915
455,0.63900775,30.000673,0.60002327,3.5997524
456,0.42952847,28.000017,0.60002327,2.440666
457,2.2029836,45.00051,1.0999703,4.249554
458,17.400154,76.0974,0.8399972,27.001188
459,18.491295,77.29467,0.86999446,27.400522
460,10.300909,64.30808,1.009985,15.799052
461,0.73035824,52.0001,0.74000716,1.9200071
462,1.5713238,41.999676,0.8100018,4.5914655
463,8.857337,57.001007,0.84999484,16.700203
464,13.132879,67.998695,0.9199874,20.90459
465,10.423324,61.00066,0.8799934,18.50154
466,12.705344,64.00069,0.9099916,20.101057
467,1.7897272,53.000366,0.52004045,6.4805303
468,1.7249551,52.999397,0.5100413,6.439741
469,1.7013637,51.999577,0.52004045,6.280762
470,0.4703729,49.998154,0.2501479,3.790337
471,11.209209,83.6706,1.5739036,8.518818
472,11.390369,69.99734,0.9280523,17.500048
473,11.909005,72.000175,0.9007946,18.398643
474,12.904984,67.00114,0.9207709,20.90029
475,13.910919,71.997444,0.89999205,21.597948
476,15.073423,70.00008,1.030009,20.900034
477,20.802547,75.000374,1.1600039,24.599735
478,2.0610616,60.996365,0.5700305,6.0047097
479,2.1937318,61.99451,0.58002824,6.1950216
480,2.4800813,63.010033,0.590025,6.308768
481,15.101034,72.78588,1.0899639,19.10063
482,15.101034,72.78588,1.0899639,19.10063
483,16.395174,84.99861,0.8000006,20.000015
484,6.551585,68.11785,0.6500175,14.731482
485,6.929032,68.04571,0.680013,15.259198
486,4.42812,31.999296,0.81999993,14.7989435
487,3.0401654,31.999651,0.7600058,12.500294
488,3.1222985,49.002537,0.67001516,9.561081
489,4.9998403,61.00034,0.7100125,11.4767065
490,4.675935,60.99704,0.720009,10.633954
491,8.066452,61.00111,1.5099089,9.909992
492,8.066452,61.00111,1.5099089,9.909992
493,10.22951,66.99974,1.5199133,10.049975
494,9.040827,70.00032,0.77934337,16.570694
495,21.430912,78.80084,1.1899246,22.681364
496,6.226816,66.307465,0.82999724,11.331179
497,5.69573,61.29979,0.8399972,11.046765
498,6.5888987,53.998848,0.7730233,13.399115
499,5.989009,53.998276,0.79000247,11.9008045
500,7.59344,41.999508,0.76233065,20.099443
501,10.113828,68.99877,1.1099602,15.929118
502,0.59026825,52.862625,0.4900476,2.2904544
503,0.871679,37.98039,0.5700305,4.0107174
504,0.7704861,39.845474,0.5300365,3.6282303
505,1.3909807,52.98181,0.6200192,4.3202715
506,17.7678,62.778427,0.9192268,30.790314
507,2.5425391,40.904026,0.60502136,10.959548
508,2.3218772,47.3968,0.9400234,6.149616
509,2.8262508,54.00175,0.979992,10.250702
510,6.99755,60.977974,0.95998526,11.957868
511,5.799478,47.44479,0.7500048,16.355158
512,6.0032206,58.140892,0.720009,14.471061
513,3.499127,56.57847,0.62094134,9.869694
514,2.2824268,38.998875,0.67001516,9.39152
515,1.9601189,35.35962,0.67001516,8.239781
516,0.030036436,28.970634,0.5100413,0.2400781
517,0.03981453,33.940845,0.19022192,0.56998634
518,3.0134356,46.69977,0.66001713,9.700007
519,8.936466,73.0948,0.7370083,16.735413
520,15.050652,77.0015,0.9899789,20.05021
521,13.122949,75.99924,0.9099916,18.966225
522,4.6192546,42.098114,0.9199874,11.900284
523,6.0501,48.09417,0.8599955,14.699701
524,4.780024,43.795143,0.6900274,15.34012
525,5.7125964,52.704033,0.74000716,14.639548
526,6.354237,56.486355,0.74000716,14.9949045
527,6.8368163,60.797657,0.74000716,15.332268
528,6.2705145,60.800625,0.6500175,16.020397
529,5.7983623,60.79977,0.6500175,14.759076
530,2.6700416,44.015842,0.6200192,9.658257
531,6.7505527,74.069275,0.47005585,19.010168
532,10.874367,66.93325,0.5000449,28.7632
533,7.8801546,69.999954,0.8100018,13.895941
534,7.406737,68.99618,0.79000247,14.109101
535,5.8239684,61.99443,0.79000247,11.597345
536,5.8203654,60.999634,0.7800021,12.120726
537,2.2144396,50.00006,0.8000006,4.8407106
538,8.258274,75.99706,0.720009,15.389967
539,10.986115,69.999756,0.7000117,20.000698
540,4.198542,60.001816,0.60002327,11.69053
541,4.198542,60.001816,0.60002327,11.69053
542,13.741461,72.001656,0.9199874,18.10071
543,12.383147,73.00995,0.9299875,18.180775
544,16.740776,84.9764,1.0198528,19.50725
545,16.200788,83.998276,1.009985,19.300192
546,1.1920279,64.00132,0.9299875,1.9999158
547,0.73035824,52.0001,0.74000716,1.9200071
548,1.5713238,41.999676,0.8100018,4.5914655
549,10.761918,69.000404,0.89999205,15.178965
550,11.001404,67.99846,0.9400234,17.218533
551,10.609119,66.997665,0.9500037,16.599249
552,9.100413,68.00034,0.89999205,14.900541
553,6.9962573,58.998592,0.9199874,12.808815
554,4.105827,50.59028,0.8799934,9.297588
555,4.5047154,53.7031,0.89999205,9.700201
556,11.88775,70.511444,0.8799934,19.182138
557,7.971745,70.34517,0.8799934,12.852387
558,2.2946393,35.605465,1.0799302,5.969697
559,2.308304,38.400967,0.9199874,6.5421877
560,4.7193832,54.294632,0.979992,8.870513
561,3.4717715,46.003155,0.95998526,7.8628154
562,3.4107146,43.10163,0.979992,8.070141
563,2.87149,41.00092,0.99998546,7.001025
564,3.960663,49.999405,0.9299875,8.510218
565,0.32111105,30.00033,0.67001516,1.7001007
566,0.14006889,30.00002,0.320115,1.5000159
567,0.4114217,28.000017,0.60002327,2.4288232
568,0.24967271,29.00033,0.60002327,1.4000478
569,1.0207812,29.000923,0.95998526,3.650984
570,1.9565716,28.000921,1.1498191,4.595312
571,1.3998284,30.80578,0.8399972,5.2099013
572,3.3265288,43.980923,0.8799934,7.789048
573,1.6314142,38.781384,0.89999205,4.655341
574,2.8694158,43.47392,0.95998526,6.7998953
575,5.00103,39.99902,0.7500048,16.300678
576,5.4834356,61.825203,0.81999993,10.797445
577,7.566096,64.81504,0.82534486,14.140966
578,3.3917131,54.9999,0.5600292,10.299486
579,3.1064665,53.99696,0.54003555,9.503649
580,3.7601042,69.82148,0.610021,8.7508135
581,5.6627865,63.198887,0.8799934,10.318162
582,2.769943,58.54118,1.1099678,4.7692566
583,3.403193,63.483555,0.60002327,8.8755045
584,11.3170805,63.987602,0.95998526,18.39228
585,13.704615,78.00265,0.86999446,20.699726
586,13.704615,78.00265,0.86999446,20.699726
